rank,position,hand,player,years,years_active,total_goals,status,yr_start,season,age,team,league,season_games,goals,assists,points,plus_minus,penalty_min,goals_even,goals_power_play,goals_short_handed,goals_game_winner,headshot
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1970-71,20,BUF,NHL,78,38,34,72,-38.0,19,24.0,14.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1971-72,21,BUF,NHL,76,26,48,74,-41.0,24,15.0,11.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1972-73,22,BUF,NHL,78,28,60,88,11.0,10,20.0,8.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1973-74,23,BUF,NHL,55,18,33,51,-8.0,10,12.0,6.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1974-75,24,BUF,NHL,68,39,57,96,1.0,36,27.0,12.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1975-76,25,BUF,NHL,80,44,69,113,17.0,36,30.0,14.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1976-77,26,BUF,NHL,80,39,56,95,9.0,30,30.0,7.0,2.0,9.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1977-78,27,BUF,NHL,79,41,48,89,18.0,20,34.0,7.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1978-79,28,BUF,NHL,79,27,58,85,12.0,20,21.0,6.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1979-80,29,BUF,NHL,80,40,66,106,33.0,57,30.0,10.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1980-81,30,BUF,NHL,56,20,39,59,2.0,56,15.0,5.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1981-82,31,BUF,NHL,62,31,42,73,19.0,40,29.0,2.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1982-83,32,BUF,NHL,77,30,46,76,-9.0,34,20.0,8.0,2.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1983-84,33,BUF,NHL,73,31,59,90,19.0,32,21.0,8.0,2.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1984-85,34,BUF,NHL,78,30,53,83,8.0,42,19.0,10.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1985-86,35,BUF,NHL,72,21,39,60,-10.0,28,15.0,5.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,Centre,Left,Gilbert Perreault,1970-87,19,512,Retired,1970,1986-87,36,BUF,NHL,20,9,7,16,-2.0,6,8.0,1.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
42,Centre,Left,Jean Beliveau,1950-71,23,507,Retired,1950,1959-60,28,MTL,NHL,60,34,40,74,20.0,57,22.0,12.0,0.0,10.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,Centre,Left,Jean Beliveau,1950-71,23,507,Retired,1950,1960-61,29,MTL,NHL,69,32,58,90,10.0,57,19.0,13.0,0.0,11.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,Centre,Left,Jean Beliveau,1950-71,23,507,Retired,1950,1961-62,30,MTL,NHL,43,18,23,41,10.0,36,10.0,8.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,Centre,Left,Jean Beliveau,1950-71,23,507,Retired,1950,1962-63,31,MTL,NHL,69,18,49,67,5.0,68,9.0,9.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,Centre,Left,Jean Beliveau,1950-71,23,507,Retired,1950,1963-64,32,MTL,NHL,68,28,50,78,9.0,42,15.0,13.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,Centre,Left,Jean Beliveau,1950-71,23,507,Retired,1950,1964-65,33,MTL,NHL,58,20,23,43,-15.0,76,11.0,9.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,Centre,Left,Jean Beliveau,1950-71,23,507,Retired,1950,1965-66,34,MTL,NHL,67,29,48,77,10.0,50,16.0,13.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,Centre,Left,Jean Beliveau,1950-71,23,507,Retired,1950,1966-67,35,MTL,NHL,53,12,26,38,3.0,22,10.0,2.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,Centre,Left,Jean Beliveau,1950-71,23,507,Retired,1950,1967-68,36,MTL,NHL,59,31,37,68,25.0,28,22.0,9.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,Centre,Left,Jean Beliveau,1950-71,23,507,Retired,1950,1968-69,37,MTL,NHL,69,33,49,82,15.0,55,26.0,7.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,Centre,Left,Jean Beliveau,1950-71,23,507,Retired,1950,1969-70,38,MTL,NHL,63,19,30,49,1.0,10,16.0,3.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,Centre,Left,Jean Beliveau,1950-71,23,507,Retired,1950,1970-71,39,MTL,NHL,70,25,51,76,24.0,42,18.0,7.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,1990-91,22,WSH,NHL,54,12,16,28,-10.0,47,8.0,4.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,1991-92,23,WSH,NHL,71,28,28,56,16.0,42,24.0,4.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,1992-93,24,WSH,NHL,83,37,48,85,8.0,70,27.0,10.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,1993-94,25,WSH,NHL,69,24,19,43,22.0,40,20.0,4.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,1994-95,26,WSH,NHL,47,34,9,43,9.0,24,16.0,12.0,6.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,1995-96,27,WSH,NHL,67,52,28,80,18.0,40,37.0,11.0,4.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,1996-97,28,WSH,NHL,77,46,31,77,7.0,72,32.0,10.0,4.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,1997-98,29,WSH,NHL,76,52,26,78,14.0,44,36.0,11.0,5.0,13.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,1998-99,30,WSH,NHL,66,31,24,55,-1.0,56,22.0,6.0,3.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,1999-00,31,WSH,NHL,62,21,17,38,5.0,30,13.0,5.0,3.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,2000-01,32,WSH,NHL,82,45,36,81,8.0,60,19.0,22.0,4.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,2001-02,33,WSH,NHL,77,39,31,70,-2.0,80,21.0,17.0,1.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,2002-03,34,WSH,NHL,76,30,26,56,-3.0,52,19.0,9.0,2.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,2003-04,35,TOT,NHL,77,26,23,49,-16.0,38,12.0,14.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,2003-04,35,WSH,NHL,54,21,14,35,-17.0,22,9.0,12.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,2003-04,35,OTT,NHL,23,5,9,14,1.0,16,3.0,2.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,2005-06,37,ATL,NHL,60,21,18,39,-3.0,40,13.0,8.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,Rightwing,Left,Peter Bondra,1990-07,19,503,Retired,1990,2006-07,38,CHI,NHL,37,5,9,14,2.0,26,3.0,2.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1981-82,24,STL,NHL,45,25,34,59,11.0,4,15.0,10.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1982-83,25,STL,NHL,49,17,30,47,-7.0,6,12.0,5.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1983-84,26,STL,NHL,80,41,44,85,-9.0,19,28.0,13.0,0.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1984-85,27,STL,NHL,79,40,52,92,7.0,6,27.0,13.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1985-86,28,TOT,NHL,77,44,46,90,-1.0,21,26.0,18.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1985-86,28,STL,NHL,48,28,24,52,-3.0,10,19.0,9.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1985-86,28,CGY,NHL,29,16,22,38,2.0,11,11.0,5.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1986-87,29,CGY,NHL,79,47,40,87,19.0,14,32.0,15.0,0.0,12.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1987-88,30,CGY,NHL,80,40,44,84,28.0,30,28.0,12.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1988-89,31,CGY,NHL,79,51,59,110,51.0,16,37.0,13.0,1.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1989-90,32,CGY,NHL,78,36,33,69,6.0,24,25.0,8.0,3.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1990-91,33,PIT,NHL,47,17,22,39,9.0,6,9.0,8.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1991-92,34,PIT,NHL,77,42,45,87,12.0,30,28.0,14.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1992-93,35,PIT,NHL,72,33,37,70,19.0,14,21.0,9.0,3.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1993-94,36,PIT,NHL,84,38,32,70,9.0,41,30.0,6.0,2.0,9.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1994-95,37,PIT,NHL,45,16,21,37,15.0,6,9.0,5.0,2.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1995-96,38,BOS,NHL,37,8,7,15,-2.0,0,4.0,4.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,Rightwing,Right,Joe Mullen,1981-97,18,502,Retired,1981,1996-97,39,PIT,NHL,54,7,15,22,0.0,4,6.0,1.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1973-74,20,TOR,NHL,70,14,16,30,2.0,43,12.0,2.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1974-75,21,TOR,NHL,64,17,27,44,6.0,86,14.0,2.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1975-76,22,TOR,NHL,75,37,56,93,24.0,70,26.0,6.0,5.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1976-77,23,TOR,NHL,80,46,44,90,12.0,77,26.0,16.0,4.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1977-78,24,TOR,NHL,74,47,40,87,35.0,54,36.0,11.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1978-79,25,TOR,NHL,79,43,42,85,11.0,32,27.0,16.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1979-80,26,TOT,NHL,81,40,35,75,-17.0,53,26.0,14.0,0.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1979-80,26,TOR,NHL,35,15,15,30,-2.0,10,9.0,6.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1979-80,26,CLR,NHL,46,25,20,45,-15.0,43,17.0,8.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1980-81,27,CLR,NHL,80,35,46,81,-28.0,56,24.0,11.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1981-82,28,TOT,NHL,71,40,42,82,19.0,57,29.0,10.0,1.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1981-82,28,CLR,NHL,16,6,9,15,-3.0,20,6.0,0.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1981-82,28,CGY,NHL,55,34,33,67,22.0,37,23.0,10.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1982-83,29,CGY,NHL,80,66,32,98,-1.0,90,49.0,17.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1983-84,30,CGY,NHL,65,33,33,66,-16.0,64,23.0,10.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1984-85,31,CGY,NHL,43,19,18,37,-4.0,36,10.0,9.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1985-86,32,CGY,NHL,80,28,43,71,-2.0,44,17.0,11.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1986-87,33,CGY,NHL,58,14,12,26,-3.0,54,10.0,4.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1987-88,34,CGY,NHL,60,10,13,23,2.0,57,10.0,0.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,Rightwing,Right,Lanny McDonald,1973-89,18,500,Retired,1973,1988-89,35,CGY,NHL,51,11,7,18,-1.0,26,11.0,0.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1980-81,20,EDM,NHL,58,30,23,53,4.0,24,17.0,10.0,3.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1981-82,21,EDM,NHL,80,38,67,105,45.0,71,29.0,9.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1982-83,22,EDM,NHL,72,48,56,104,40.0,70,37.0,11.0,0.0,10.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1983-84,23,EDM,NHL,80,54,45,99,41.0,65,39.0,11.0,4.0,11.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1984-85,24,EDM,NHL,80,42,39,81,26.0,69,29.0,12.0,1.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1985-86,25,EDM,NHL,72,54,48,102,38.0,90,34.0,18.0,2.0,9.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1986-87,26,EDM,NHL,80,35,38,73,27.0,65,27.0,7.0,1.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1987-88,27,EDM,NHL,80,38,50,88,5.0,58,21.0,16.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1988-89,28,EDM,NHL,79,16,48,64,-16.0,93,9.0,7.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1989-90,29,EDM,NHL,73,34,38,72,-1.0,107,16.0,17.0,1.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1990-91,30,EDM,NHL,74,24,31,55,-7.0,59,16.0,8.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1991-92,31,TOR,NHL,72,24,33,57,-13.0,100,19.0,5.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1992-93,32,TOR,NHL,76,22,43,65,19.0,117,11.0,11.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1993-94,33,TOT,NHL,85,21,20,41,-5.0,62,14.0,7.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1993-94,33,TOR,NHL,73,17,18,35,-6.0,50,12.0,5.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1993-94,33,NYR,NHL,12,4,2,6,1.0,12,2.0,2.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1994-95,34,STL,NHL,36,12,14,26,9.0,37,12.0,0.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1995-96,35,TOT,NHL,32,6,8,14,-11.0,33,4.0,2.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1995-96,35,EDM,NHL,17,4,6,10,0.0,27,4.0,0.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
46,Rightwing,Left,Glenn Anderson,1980-96,18,498,Retired,1980,1995-96,35,STL,NHL,15,2,2,4,-11.0,6,0.0,2.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/andergl01.jpg
47,Centre,Left,Jean Ratelle,1960-81,23,491,Retired,1960,1960-61,20,NYR,NHL,3,2,1,3,1.0,0,2.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ratelje01.jpg
47,Centre,Left,Jean Ratelle,1960-81,23,491,Retired,1960,1961-62,21,NYR,NHL,31,4,8,12,-8.0,4,4.0,0.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ratelje01.jpg
47,Centre,Left,Jean Ratelle,1960-81,23,491,Retired,1960,1962-63,22,NYR,NHL,47,11,9,20,-10.0,8,11.0,0.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ratelje01.jpg
47,Centre,Left,Jean Ratelle,1960-81,23,491,Retired,1960,1963-64,23,NYR,NHL,15,0,7,7,-3.0,6,0.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ratelje01.jpg
47,Centre,Left,Jean Ratelle,1960-81,23,491,Retired,1960,1964-65,24,NYR,NHL,54,14,21,35,-20.0,14,12.0,2.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ratelje01.jpg
